"STAGE","DATE","PENS","PENS_HOME_SCORE","PENS_AWAY_SCORE","TEAM_NAME_HOME","TEAM_NAME_AWAY","TEAM_HOME_SCORE","TEAM_AWAY_SCORE","POSSESSION_HOME","POSSESSION_AWAY","TOTAL_SHOTS_HOME","TOTAL_SHOTS_AWAY","SHOTS_ON_TARGET_HOME","SHOTS_ON_TARGET_AWAY","DUELS_WON_HOME","DUELS_WON_AWAY","PREDICTION_TEAM_HOME_WIN","PREDICTION_DRAW","PREDICTION_TEAM_AWAY_WIN","LOCATION"
" Group stage: Matchday 2 ","2022-09-14","FALSE","FALSE","FALSE","Maccabi Haifa","Paris Saint-Germain","1","3","0.43","0.57","13","16","5","6","0.37","0.63","0.46","10","0.54","Sammy Ofer"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Ajax","Napoli","1","6","0.43","0.57","8","26","2","13","0.37","0.63","0.48","8","0.52","Amsterdam Arena"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Liverpool","Rangers","2","0","0.64","0.36","23","6","10","2","0.39","0.61","0.49","6","0.51","Anfield"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Club Brugge","Atletico Madrid","2","0","0.47","0.53","7","20","3","5","0.45","0.55","0.46","3","0.54","Jan Breydel"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Porto","Bayer Leverkusen","2","0","0.41","0.59","12","8","4","6","0.39","0.61","0.44","9","0.56","Estádio do Dragão"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Bayern Munich","Viktoria Plze?","5","0","0.71","0.29","21","10","13","3","0.4","0.6","0.4","2","0.6","Allianz Arena"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Internazionale","Barcelona","1","0","0.28","0.72","5","7","2","2","0.37","0.63","0.4","5","0.6","San Siro"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Marseille","Sporting CP","4","1","0.56","0.44","20","6","7","2","0.36","0.64","0.44","1","0.56","Vélodrome"
" Group stage: Matchday 3 ","2022-10-04","FALSE","FALSE","FALSE","Eintracht Frankfurt","Tottenham Hotspur","0","0","0.43","0.57","12","11","2","2","0.38","0.62","0.48","9","0.52","Eintracht-Stadion"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Salzburg","Dinamo Zagreb","1","0","0.47","0.53","18","10","6","3","0.49","0.51","0.4","7","0.6","Red Bull Arena"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Chelsea","AC Milan","3","0","0.52","0.48","10","4","6","1","0.38","0.62","0.46","6","0.54","Stamford Bridge"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","RB Leipzig","Celtic","3","1","0.59","0.41","16","12","6","5","0.39","0.61","0.49","2","0.51","Red Bull Arena"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Real Madrid","Shakhtar Donetsk","2","1","0.6","0.4","36","11","14","3","0.5","0.5","0.47","5","0.53","Santiago Bernabeu"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Sevilla","Borussia Dortmund","1","4","0.59","0.41","20","19","6","7","0.41","0.59","0.48","9","0.52","Ramón Sánchez Pizjuán"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Manchester City","København","5","0","0.76","0.24","30","2","16","0","0.45","0.55","0.38","8","0.62","Etihad"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Juventus","Maccabi Haifa","3","1","0.51","0.49","16","20","7","4","0.49","0.51","0.5","8","0.5","Allianz Stadium"
" Group stage: Matchday 3 ","2022-10-05","FALSE","FALSE","FALSE","Benfica","Paris Saint-Germain","1","1","0.35","0.65","8","15","6","7","0.43","0.57","0.37","6","0.63","Stadion da Luz"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","AC Milan","Chelsea","0","2","0.29","0.71","7","15","1","4","0.45","0.55","0.46","6","0.54","San Siro"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Dinamo Zagreb","Salzburg","1","1","0.57","0.43","14","15","3","3","0.41","0.59","0.48","4","0.52","Maksimir"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Celtic","RB Leipzig","0","2","0.41","0.59","16","13","2","5","0.48","0.52","0.35","7","0.65","Celtic Park"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Shakhtar Donetsk","Real Madrid","1","1","0.41","0.59","11","17","2","5","0.5","0.5","0.35","9","0.65","Donbass Arena"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","København","Manchester City","0","0","0.41","0.59","6","14","1","4","0.36","0.64","0.35","4","0.65","Parken Stadium"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Borussia Dortmund","Sevilla","1","1","0.52","0.48","7","9","3","2","0.39","0.61","0.41","4","0.59","Signal Iduna Park"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Maccabi Haifa","Juventus","2","0","0.42","0.58","14","10","4","5","0.49","0.51","0.42","6","0.58","Sammy Ofer"
" Group stage: Matchday 4 ","2022-10-11","FALSE","FALSE","FALSE","Paris Saint-Germain","Benfica","1","1","0.62","0.38","7","7","3","1","0.42","0.58","0.49","3","0.51","Parc des Princes"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Napoli","Ajax","4","2","0.45","0.55","13","13","5","3","0.49","0.51","0.36","9","0.64","San Paolo"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Rangers","Liverpool","1","7","0.43","0.57","7","20","2","9","0.48","0.52","0.4","4","0.6","Ibrox Stadium"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Atletico Madrid","Club Brugge","0","0","0.66","0.34","21","5","9","1","0.49","0.51","0.5","8","0.5","Vicente Calderon"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Bayer Leverkusen","Porto","0","3","0.65","0.35","17","5","4","3","0.46","0.54","0.4","9","0.6","BayArena"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Viktoria Plze?","Bayern Munich","2","4","0.31","0.69","15","15","6","8","0.46","0.54","0.42","4","0.58","Doosan Arena"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Barcelona","Internazionale","3","3","0.62","0.38","25","11","11","8","0.38","0.62","0.37","5","0.63","Nou Camp"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Tottenham Hotspur","Eintracht Frankfurt","3","2","0.52","0.48","11","11","8","6","0.48","0.52","0.41","1","0.59","Tottenham Hotspur Stadium"
" Group stage: Matchday 4 ","2022-10-12","FALSE","FALSE","FALSE","Sporting CP","Marseille","0","2","0.31","0.59","4","16","2","5","0.47","0.53","0.47","9","0.53","José Alvalade"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Salzburg","Chelsea","1","2","0.29","0.71","16","15","7","11","0.43","0.57","0.47","6","0.53","Red Bull Arena"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Dinamo Zagreb","AC Milan","0","4","0.56","0.44","11","22","6","10","0.5","0.5","0.4","4","0.6","Maksimir"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Celtic","Shakhtar Donetsk","1","1","0.55","0.45","15","8","5","3","0.46","0.54","0.46","10","0.54","Celtic Park"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","RB Leipzig","Real Madrid","3","2","0.43","0.57","14","12","6","6","0.42","0.58","0.47","2","0.53","Red Bull Arena"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Sevilla","København","3","0","0.58","0.42","15","10","11","2","0.37","0.63","0.41","2","0.59","Ramón Sánchez Pizjuán"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Borussia Dortmund","Manchester City","0","0","0.27","0.73","11","8","4","3","0.44","0.56","0.37","10","0.63","Signal Iduna Park"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Benfica","Juventus","4","3","0.55","0.45","15","13","6","6","0.38","0.62","0.42","4","0.58","Stadion da Luz"
" Group stage: Matchday 5 ","2022-10-25","FALSE","FALSE","FALSE","Paris Saint-Germain","Maccabi Haifa","7","2","0.63","0.37","21","13","9","5","0.43","0.57","0.5","5","0.5","Parc des Princes"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Ajax","Liverpool","0","3","0.49","0.51","11","13","2","5","0.35","0.65","0.43","5","0.57","Amsterdam Arena"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Napoli","Rangers","3","0","0.65","0.35","14","9","6","1","0.42","0.58","0.44","2","0.56","San Paolo"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Club Brugge","Porto","0","4","0.57","0.43","10","18","4","9","0.47","0.53","0.38","8","0.62","Jan Breydel"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Atletico Madrid","Bayer Leverkusen","2","2","0.64","0.36","23","13","10","7","0.43","0.57","0.44","4","0.56","Vicente Calderon"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Internazionale","Viktoria Plze?","4","0","0.64","0.36","22","5","9","1","0.37","0.63","0.48","9","0.52","San Siro"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Barcelona","Bayern Munich","0","3","0.52","0.48","9","14","0","8","0.38","0.62","0.39","4","0.61","Nou Camp"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Eintracht Frankfurt","Marseille","2","1","0.43","0.57","9","11","4","3","0.4","0.6","0.36","1","0.64","Eintracht-Stadion"
" Group stage: Matchday 5 ","2022-10-26","FALSE","FALSE","FALSE","Tottenham Hotspur","Sporting CP","1","1","0.59","0.41","18","10","7","4","0.35","0.65","0.47","10","0.53","Tottenham Hotspur Stadium"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Rangers","Ajax","1","3","0.45","0.55","8","13","3","7","0.39","0.61","0.4","10","0.6","Ibrox Stadium"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Liverpool","Napoli","2","0","0.53","0.47","14","10","6","2","0.41","0.59","0.39","7","0.61","Anfield"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Porto","Atletico Madrid","2","1","0.51","0.49","16","11","8","5","0.41","0.59","0.44","1","0.56","Estádio do Dragão"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Bayer Leverkusen","Club Brugge","0","0","0.54","0.46","13","8","4","1","0.38","0.62","0.36","8","0.64","BayArena"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Bayern Munich","Internazionale","2","0","0.6","0.4","23","7","8","4","0.48","0.52","0.43","1","0.57","Allianz Arena"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Viktoria Plze?","Barcelona","2","4","0.23","0.77","22","11","8","7","0.46","0.54","0.49","1","0.51","Doosan Arena"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Sporting CP","Eintracht Frankfurt","1","2","0.45","0.55","5","6","2","4","0.43","0.57","0.48","1","0.52","José Alvalade"
" Group stage: Matchday 6 ","2022-11-01","FALSE","FALSE","FALSE","Marseille","Tottenham Hotspur","1","2","0.64","0.36","16","7","4","3","0.36","0.64","0.42","4","0.58","Vélodrome"
" Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","AC Milan","Salzburg","4","0","0.48","0.52","15","16","7","6","0.47","0.53","0.37","1","0.63","San Siro"
" Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Chelsea","Dinamo Zagreb","2","1","0.59","0.41","22","7","6","2","0.45","0.55","0.39","5","0.61","Stamford Bridge"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Real Madrid","Celtic","5","1","0.65","0.35","25","14","10","8","0.45","0.55","0.44","7","0.56","Santiago Bernabeu"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Shakhtar Donetsk","RB Leipzig","0","4","0.48","0.52","5","12","1","7","0.39","0.61","0.4","6","0.6","Donbass Arena"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","København","Borussia Dortmund","1","1","0.42","0.58","22","13","9","1","0.37","0.63","0.46","2","0.54","Parken Stadium"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Manchester City","Sevilla","3","1","0.62","0.38","21","7","7","2","0.49","0.51","0.47","4","0.53","Etihad"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Juventus","Paris Saint-Germain","1","2","0.47","0.53","15","7","2","5","0.47","0.53","0.4","6","0.6","Allianz Stadium"
"Group stage: Matchday 6 ","2022-11-02","FALSE","FALSE","FALSE","Maccabi Haifa","Benfica","1","6","0.42","0.58","10","17","2","10","0.38","0.62","0.39","7","0.61","Sammy Ofer"
" Round of 16 first leg ","2023-02-16","FALSE","FALSE","FALSE","Dortmund","Chelsea","1","0","0.51","0.49","14","21","2","8","0.45","0.55","0.45","8","0.55","Signal Iduna Park"
" Round of 16 first leg ","2023-02-16","FALSE","FALSE","FALSE","Club Brugge","Benfica","0","2","0.45","0.55","4","14","1","4","0.45","0.55","0.39","4","0.61","Jan Breydel"
" Round of 16 first leg ","2023-02-15","FALSE","FALSE","FALSE","Paris Saint-Germain","Bayern Munich","0","1","0.46","0.54","9","18","4","7","0.37","0.63","0.45","8","0.55","Parc des Princes"
" Round of 16 first leg ","2023-02-15","FALSE","FALSE","FALSE","Milan","Tottenham","1","0","0.47","0.53","9","11","4","3","0.38","0.62","0.49","2","0.51","San Siro"
